date,AAVE,ADA,APT,AR,ARB,AVAX,BTC,DOT,DYDX,ETH,FIL,GALA,JUP,LDO,LINK,POL,NEAR,OKB,ONDO,OP,RENDER,SOL,TAO,TIA,GRAM,TRX,UNI,ZEC,INJ,XLM,LTC,RON,XRP,GLM,BCH,ICP,ETHFI,PENDLE,ONT,BNB,CFG,FET,GT,RAY
2019-03-01,,0.3428,,,,,5448.59,,,24.3,,,,,0.2744,0.062,,0.5658,,,,,,,0.4147,0.00782742,,2482.11,,0.10028,56.59,,0.31289,,131.07,,,,0.9324,14.3711,,0.255,,
2019-03-08,,0.3656,,,,,5975.59,,,25.9,,,,,0.2805,0.0607,,0.6241,,,,,,,0.4512,0.00799807,,2674.74,,0.10896,60.47,,0.3154,,154.83,,,,1.0653,15.5693,,0.2361,,
2019-03-15,,0.4046,,,,,5636.14,,,25.72,,,,,0.2813,0.0604,,0.6486,,,,,,,0.436,0.00779364,,2718.86,,0.10437,59.82,,0.30787,,163.56,,,,1.2174,17.1096,,0.2084,,
2019-03-22,,0.4379,,,,,5847.36,,,28.48,,,,,0.2916,0.0519,,0.6325,,,,,,,0.4615,0.00843406,,2614.59,,0.10824,60.48,,0.30889,,167.33,,,,1.2793,17.5376,,0.1973,,
2019-03-29,,0.4451,,,,,5965.99,,,26.11,,,,,0.29,0.054,,0.6631,,,,,,,0.4969,0.00764368,,2601.32,,0.13226,91.55,,0.3612,,314.68,,,,1.5346,18.9523,,0.2027,,
2019-04-05,,0.4691,,,,,6380.27,,,29.56,,,,,0.3186,0.0585,,0.7148,,,,,,,0.5427,0.00788258,,2634.05,,0.1172,83.28,,0.32762,,278.71,,,,1.3277,19.3866,,0.1906,,
2019-04-12,,0.5375,,,,,7305.75,,,30.04,,,,,0.3117,0.0654,,0.7906,,,,,,,0.475,0.00870988,,2771.67,,0.11095,76.65,,0.31963,,283.37,,,,1.2082,23.9999,,0.2328,,
2019-04-19,,0.5995,,,,,7879.85,,,33.83,,,,,0.3392,0.0726,,0.8198,,,,,,,0.5181,0.0080189,,3079.45,,0.0985,69.89,,0.29946,,265.29,,,,1.1304,23.0226,,0.1467,0.9149,
2019-04-26,,0.6005,,,,,8303.72,,,34.07,,,,,0.3453,0.0714,,0.9601,,,,,,,0.5649,0.00824517,,3099.9,,0.097,75.7,,0.30044,,294.03,,,,1.0716,22.9777,,0.1219,0.804,
2019-05-03,,0.6943,,,,,8884.13,,,38.01,,,,,0.3849,0.0829,,1.04,,,,,,,0.5899,0.00862981,,3178.89,,0.09823,84.73,,0.31016,,344.5,,,,1.1467,20.8934,,0.1147,0.7027,
2019-05-10,,0.8069,,,,,9788.54,,,37.17,,,,,0.4032,0.0892,,1.03,,,,,,,0.6327,0.0096561,,3504.22,,0.14264,94.58,,0.41631,,411.53,,,,1.405,29.1122,,0.2059,0.5333,
2019-05-17,,0.8175,,,,,9230.32,,,41.15,,,,,0.4095,0.0985,,1.16,,,,,,,0.6674,0.00930272,,3735.94,,0.1316,111.0,,0.40372,,403.02,,,,1.3295,33.0919,,0.1741,0.7096,
2019-05-24,,0.8597,,,,,10546.81,,,41.03,,,,,0.4651,0.1058,,1.35,,,,,,,0.7444,0.00996354,,3807.27,,0.13639,114.39,,0.44396,,439.23,,,,1.5011,33.1527,,0.2,0.7901,
2019-05-31,,0.8932,,,,,11125.47,,,45.19,,,,,0.5011,0.1135,,1.46,,,,,,,0.7393,0.0107,,3821.23,,0.11845,114.66,,0.38527,,382.61,,,,1.2955,30.095,,0.2048,0.7493,
2019-06-07,,0.9119,,,,,11684.35,,,45.89,,,,,0.5344,0.1252,,1.35,,,,,,,0.9095,0.0118,,4140.57,,0.12958,136.45,,0.42703,,431.54,,,,1.4593,32.1888,,0.2005,0.672,
2019-06-14,,0.9825,,,,,12708.52,,,51.71,,,,,0.5463,0.1321,,1.43,,,,,,,0.8783,0.0119,,4541.23,,0.12817,137.5,,0.47015,,485.74,,,,1.587,37.2836,,0.1766,0.6945,
2019-06-21,,1.15,,,,,13753.8,,,54.64,,,,,0.6494,0.1361,,1.57,,,,,,,0.9866,0.0119,,4367.15,,0.10495,123.25,,0.3962,,406.52,,,,1.4821,32.114,,0.1527,0.7159,
2019-06-28,,1.06,,,,,14211.86,,,59.17,,,,,0.5706,0.1427,,1.56,,,,,,,1.07,0.0128,,4469.55,,0.10555,119.48,,0.39651,,402.88,,,,1.3586,32.9344,,0.1451,0.6907,
2019-07-05,,1.03,,,,,13505.8,,,52.8,,,,,0.5712,0.1331,,1.55,,,,,,,0.9574,0.0123,,3274.63,,0.08547,89.66,,0.30366,,305.64,,,,0.9331,28.5447,,0.1045,0.8071,
2019-07-12,,0.938,,,,,13666.29,,,51.3,,,,,0.5393,0.1345,,1.5,,,,,,,0.9288,0.0117,,3247.75,,0.09111,99.7,,0.33075,,316.72,,,,0.9915,30.4388,,0.1028,0.889,
2019-07-19,,0.7842,,,,,12409.99,,,48.2,,,,,0.5104,0.1273,,1.48,,,,,,,0.8148,0.0118,,3044.71,,0.084,90.0,,0.31218,,305.34,,,,0.9742,27.7555,,0.0902,0.943,
2019-07-26,,0.7351,,,,,13211.17,,,49.75,,,,,0.4706,0.1212,,1.37,,,,,,,0.7568,0.0116,,2872.68,,0.08183,92.64,,0.31813,,336.89,,,,0.9688,27.3834,,0.078,0.882,
2019-08-02,,0.6531,,,,,12565.31,,,48.47,,,,,0.46,0.117,,1.28,,,,,,,0.7545,0.0111,,2792.73,,0.0782,89.93,,0.30316,,319.66,,,,0.9016,30.2439,,0.0758,0.9009,
2019-08-09,,0.6391,,,,,12063.74,,,46.56,,,,,0.4628,0.111,,1.2,,,,,,,0.6993,0.0101,,2481.04,,0.07072,76.25,,0.2832,,318.65,,,,0.788,27.8977,,0.067,0.9683,
2019-08-16,,0.6494,,,,,11176.77,,,41.52,,,,,0.4342,0.1016,,1.14,,,,,,,0.6461,0.00896348,,2422.19,,0.0694,72.1,,0.26954,,304.62,,,,0.836,26.0888,,0.0626,0.8707,
2019-08-23,,0.6271,,,,,9613.9,,,39.49,,,,,0.4178,0.0875,,1.07,,,,,,,0.5436,0.00859473,,2439.27,,0.06212,65.89,,0.25593,,277.86,,,,0.7053,21.4248,,0.0488,0.8705,
2019-08-30,,0.5717,,,,,9122.61,,,38.44,,,,,0.3934,0.0758,,1.01,,,,,,,0.5104,0.00744893,,2313.99,,0.06105,70.36,,0.26205,,305.6,,,,0.7652,22.4111,,0.0536,0.728,
2019-09-06,,0.5741,,,,,8863.25,,,36.62,,,,,0.3921,0.0674,,0.9822,,,,,,,0.4393,0.00734727,,2139.57,,0.05825,70.04,,0.26022,,303.91,,,,0.7587,20.2901,,0.0599,0.7149,
2019-09-13,,0.5904,,,,,8492.57,,,37.04,,,,,0.3493,0.0626,,0.9707,,,,,,,0.4402,0.00708997,,1826.22,,0.0683,72.23,,0.27653,,306.06,,,,0.7838,20.3602,,0.0532,0.721,
2019-09-20,,0.5316,,,,,8329.22,,,36.51,,,,,0.3411,0.0601,,0.9831,,,,,,,0.4122,0.00673764,,1673.15,,0.05791,53.82,,0.24024,,216.63,,,,0.5789,15.1999,,0.0351,0.713,
2019-09-27,,0.4578,,,,,8790.51,,,36.34,,,,,0.2924,0.0583,,1.03,,,,,,,0.403,0.00676126,,1687.12,,0.05839,54.41,,0.25552,,222.0,,,,0.6093,15.0688,,0.0376,0.5073,
2019-10-04,,0.4074,,,,,8012.76,,,34.69,,,,,0.2799,0.055,,0.964,,,,,,,0.3869,0.00681626,,1695.38,,0.06136,56.46,,0.27726,,226.43,,,,0.6374,18.256,,0.0428,0.5184,
2019-10-11,,0.3907,,,,,8037.7,,,33.47,,,,,0.2628,0.0533,,0.8659,,,,,,,0.3711,0.00648282,,1545.98,,0.0632,54.85,,0.29386,,219.88,,,,0.5793,18.4997,,0.04,0.5217,
2019-10-18,,0.3592,,,,,7775.06,,,33.26,,,,,0.2294,0.0485,,0.7671,,,,,,,0.3414,0.00636159,,1442.44,,0.06514,59.78,,0.29818,,263.44,,,,0.9146,19.2888,,0.03999,0.522,
2019-10-25,,0.3153,,,,,6868.28,,,27.27,,,,,0.2191,0.0442,,0.7689,,,,,,,0.295,0.00681028,,1338.04,,0.06863,58.29,,0.29024,,286.97,,,,0.8909,20.1874,,0.04025,0.5978,
2019-11-01,,0.2886,,,,,6838.84,,,24.49,,,,,0.2212,0.0474,,0.7193,,,,,,,0.2784,0.00703044,,1327.14,,0.07892,63.65,,0.27894,,283.92,,,,0.8299,20.4333,,0.04049,0.599,
2019-11-08,,0.2703,,,,,6419.61,,,24.11,,,,,0.2023,0.0447,,0.6681,,,,,,,0.2698,0.00670915,,1290.85,,0.07157,59.22,,0.26311,,267.0,,,,0.8312,20.194,,0.04569,0.5912,
2019-11-15,,0.2407,,,,,6399.65,,,22.84,,,,,0.2042,0.0425,,0.6765,,,,,,,0.2633,0.0066565,,1258.64,,0.05546,43.86,,0.21989,,203.21,,,,0.5693,14.9964,,0.03709,0.548,
2019-11-22,,0.2101,,,,,6090.26,,,22.62,,,,,0.2177,0.0373,,0.6656,,,,,,,0.25,0.00658631,,1227.36,,0.05723,47.45,,0.22477,,214.36,,,,0.6232,15.4297,,0.056,0.3564,
2019-11-29,,0.2232,,,,,5983.16,,,20.81,,,,,0.1821,0.0351,,0.6361,,,,,,,0.2313,0.00629667,,1176.64,,0.0558,45.56,,0.22909,,212.58,,,,0.6462,15.6121,,0.06571,0.3852,
2019-12-06,,0.2192,,,,,5745.59,,,21.71,,,,,0.1714,0.0326,,0.64,,,,,,,0.2323,0.00607401,,1171.11,,0.05097,43.44,,0.21735,,206.88,,,,0.5902,14.3949,,0.04795,0.3824,
2019-12-13,,0.1993,,,,,5306.09,,,21.62,,,,,0.1695,0.0334,,0.6032,,,,,,,0.2193,0.00557729,,1208.14,,0.04723,41.82,,0.19649,,196.27,,,,0.5422,13.7798,,0.04996,0.3755,
2019-12-20,,0.1915,,,,,5331.34,,,21.25,,,,,0.1655,0.0274,,0.6242,,,,,,,0.2096,0.00538706,,1177.08,,0.04619,43.08,,0.19653,,212.34,,,,0.5424,14.104,,0.04297,0.3442,
2019-12-27,,0.1947,,,,,5275.83,,,19.17,,,,,0.1553,0.027,,0.538,,,,,,,0.1828,0.00564911,,1137.42,,0.04544,43.3,,0.19453,,222.79,,,,0.5549,14.0532,,0.03847,0.3555,
2020-01-03,50.0,0.1684,,0.2,,3.5,4112.52,3.0,,19.68,25.0,0.002,,2.0,0.1492,0.0268,1.5,0.4921,,,0.05,0.8,,,0.1665,0.00569827,3.0,1145.35,,0.04905,51.43,,0.21539,,270.77,,,,0.6183,15.3366,,0.03987,0.3873,
2020-01-10,60.53,0.1455,,0.24,,4.72,3877.36,3.23,,18.11,36.37,0.00267165,,2.97,0.1431,0.0268,1.6,0.4712,,,0.0611,1.27,,,0.1615,0.00552004,4.5,1161.88,,0.06004,57.6,,0.23558,,339.61,,,,0.655,17.388,,0.03771,0.4156,
2020-01-17,82.72,0.1198,,0.2733,,5.93,3697.77,3.1,,17.12,51.05,0.00342404,,2.71,0.1213,0.0238,2.16,0.4613,,,0.0829,1.09,,,0.1455,0.00531341,6.74,1113.03,,0.05841,56.24,,0.23131,,348.24,,,,0.6461,17.499,,0.03889,0.4073,
2020-01-24,127.42,0.1143,,0.3926,,7.21,3810.56,4.19,,16.12,78.5,0.00347611,,3.27,0.1163,0.0217,2.8,0.4178,,,0.0935,1.81,,,0.1418,0.00488978,8.66,1072.54,,0.06345,69.93,,0.25093,,377.34,,,,0.7928,18.4333,,0.0394,0.4249,
2020-01-31,120.32,0.1059,,0.3955,,7.19,3849.29,3.48,,14.38,65.65,0.00338637,,2.83,0.1072,0.0199,2.54,0.4169,,,0.0989,1.71,,,0.134,0.00468471,8.59,1116.92,,0.07327,77.0,,0.28257,,449.72,,,,0.9013,24.38,,0.04946,0.4384,
2020-02-07,107.45,0.1098,,0.3667,,7.28,3655.86,3.61,,12.61,57.52,0.00332703,,2.65,0.1032,0.0189,2.49,0.4284,,,0.0987,1.77,,,0.1386,0.00442767,7.99,1070.28,,0.07437,74.67,,0.29224,,411.68,,,,0.8891,23.3193,,0.0465,0.5705,
2020-02-14,107.23,0.1023,,0.3169,,7.24,3613.33,3.59,,11.6,58.89,0.0028989,,2.46,0.1076,0.0208,2.33,0.4085,,,0.0932,1.59,,,0.1372,0.0042108,7.62,1046.14,,0.07299,79.52,,0.28298,,401.57,,,,0.8739,22.8452,,0.04342,0.64,
2020-02-21,99.06,0.0938,,0.2531,,7.04,3374.37,3.43,,10.77,58.24,0.0026139,,2.06,0.1146,0.0199,2.19,0.4017,,,0.0788,1.35,,,0.1203,0.00385504,7.28,1050.87,,0.05582,57.7,,0.22696,,311.9,,,,0.6891,18.902,,0.03232,0.6205,
2020-02-28,93.79,0.0908,,0.2405,,6.55,3170.08,3.64,,10.38,55.5,0.00250457,,1.93,0.1151,0.0208,2.08,0.3672,,,0.0786,1.27,,,0.1089,0.00374016,6.93,1114.7,,0.04969,51.0,,0.20385,,272.77,,,,0.648,16.894,,0.02999,0.566,
2020-03-06,92.98,0.086,,0.2264,,6.67,3283.87,3.31,,10.05,55.77,0.00253153,,1.9,0.104,0.0213,2.01,0.3683,,,0.073,1.25,,,0.0986,0.00374615,6.01,1066.54,,0.03786,36.38,,0.15308,,178.2,,,,0.349,10.3898,,0.01147,0.5146,
2020-03-13,90.56,0.0824,,0.2109,,6.27,3246.94,3.43,,9.7,51.42,0.00235484,,1.79,0.0921,0.02,1.9,0.3394,,,0.0708,1.06,,,0.0998,0.00366072,5.73,1072.13,,0.03679,35.4,,0.14776,,202.73,,,,0.3603,11.167,,0.01187,0.3601,
2020-03-20,93.68,0.0793,,0.2168,,6.82,3543.41,3.7,,10.12,53.74,0.00271333,,1.95,0.0958,0.0213,2.05,0.3539,,,0.0785,1.15,,,0.0958,0.00373433,6.3,1059.52,,0.03773,37.11,,0.16278,,205.54,,,,0.359,11.3008,,0.0125,0.3682,
2020-03-27,101.9,0.0862,,0.2242,,7.3,3613.92,4.18,,10.98,54.85,0.00305242,,1.79,0.1,0.0225,2.26,0.4063,,,0.0715,1.15,,,0.1003,0.00370114,6.13,1156.41,,0.0435,40.31,,0.17925,,230.99,,,,0.3862,13.6888,,0.01437,0.3747,
2020-04-03,98.4,0.0817,,0.2366,,8.04,3579.06,3.97,,10.86,60.64,0.00332733,,1.84,0.1173,0.0228,2.79,0.3798,,,0.0715,1.32,,,0.1082,0.00377117,6.28,1193.87,,0.04895,42.0,,0.18939,,233.09,,,,0.4119,14.2808,,0.01505,0.4268,
2020-04-10,102.38,0.0845,,0.2508,,8.47,3905.69,4.05,,12.58,58.39,0.00286625,,1.88,0.1199,0.0231,3.24,0.3911,,,0.0758,1.33,,,0.1207,0.00362721,6.56,1185.8,,0.0488,42.23,,0.18901,,231.27,,,,0.4114,16.0683,,0.01555,0.4284,
2020-04-17,115.75,0.0942,,0.2305,,9.17,3957.15,4.41,,11.71,62.37,0.00262234,,2.03,0.1369,0.0237,3.54,0.4238,,,0.089,1.55,,,0.1106,0.00365186,7.04,1271.67,,0.06188,44.52,,0.19618,,246.36,,,,0.4796,16.3588,,0.01874,0.4328,
2020-04-24,124.26,0.0955,,0.2405,,9.97,4104.0,4.32,,11.95,71.99,0.00284189,,2.16,0.1337,0.0246,3.7,0.4058,,,0.0827,1.5,,,0.1247,0.0038942,7.36,1332.27,,0.073,48.05,,0.21936,,251.65,,,,0.4863,17.1071,,0.02005,0.4478,
2020-05-01,134.24,0.1001,,0.228,,10.42,4172.34,4.59,,12.79,74.46,0.00321827,,2.46,0.142,0.0269,4.22,0.4259,,,0.0876,1.61,,,0.1405,0.00409421,7.9,1441.8,,0.06405,42.06,,0.19702,,232.56,,,,0.4591,15.3506,,0.01768,0.4578,
2020-05-08,144.07,0.1132,,0.1998,,12.01,4480.48,4.86,,13.73,72.47,0.0033587,,2.22,0.149,0.0272,4.57,0.4595,,,0.0889,1.77,,,0.1257,0.00447159,8.21,1350.14,,0.06873,43.71,,0.20131,,240.73,,,,0.4811,16.2959,,0.02058,0.444,
2020-05-15,156.05,0.1329,,0.2146,,12.62,4566.47,5.42,,14.87,72.47,0.0036744,,2.44,0.1548,0.0297,4.62,0.488,,,0.0987,1.94,,,0.1367,0.0042825,9.12,1450.02,,0.0639,42.08,,0.19256,,223.0,,,,0.4859,15.9624,,0.01999,0.476,
2020-05-22,168.47,0.1513,,0.2519,,12.74,4725.59,5.23,,16.14,86.42,0.00417216,,2.31,0.1632,0.0295,4.84,0.538,,,0.1056,2.1,,,0.118,0.00468122,9.39,1591.71,,0.0705,45.61,,0.20245,,238.69,,,,0.5597,17.0916,,0.02233,0.4444,
2020-05-29,188.0,0.1568,,0.2384,,13.17,5293.18,5.61,,16.2,92.65,0.00416678,,2.6,0.1777,0.0317,5.39,0.5868,,,0.1134,2.11,,,0.1274,0.0044951,8.85,1368.13,,0.0788,46.63,,0.20329,,253.56,,,,0.5598,17.4135,,0.02752,0.4794,
2020-06-05,191.57,0.1735,,0.249,,14.75,4917.45,6.49,,16.67,97.94,0.0046773,,2.76,0.1857,0.0345,5.55,0.6603,,,0.1124,2.31,,,0.1377,0.00468577,8.95,1535.39,,0.07077,44.05,,0.19022,,237.48,,,,0.5554,16.5729,,0.02905,0.5417,
2020-06-12,208.31,0.188,,0.2165,,15.71,5197.38,6.61,,16.58,105.82,0.00494523,,3.17,0.2096,0.0398,5.96,0.6614,,,0.1159,2.33,,,0.1464,0.00473771,9.07,1556.99,,0.0685,43.0,,0.18602,,230.31,,,,0.5791,15.9775,,0.03117,0.5099,
2020-06-19,211.27,0.2033,,0.2341,,16.45,5782.52,6.94,,16.49,114.31,0.00552398,,3.22,0.2195,0.0398,6.6,0.7022,,,0.1321,2.64,,,0.1462,0.00491382,9.87,1520.77,,0.06424,41.37,,0.17693,,222.67,,,,0.6039,15.3782,,0.02662,0.4983,
2020-06-26,213.79,0.202,,0.2353,,17.13,5952.15,6.86,,16.39,108.42,0.00648751,,3.58,0.2309,0.0423,6.94,0.7292,,,0.1256,2.7,,,0.1596,0.004777,10.21,1685.23,,0.06717,41.58,,0.17695,,222.23,,,,0.5924,15.4885,,0.02799,0.4881,
2020-07-03,230.14,0.2183,,0.2539,,18.85,6222.22,7.51,,16.85,112.97,0.0064414,,4.0,0.245,0.0449,7.82,0.7665,,,0.1334,2.89,,,0.1734,0.0052247,10.79,1767.04,,0.09532,44.7,,0.20128,,237.42,,,,0.665,18.2994,,0.04318,0.5128,
2020-07-10,252.33,0.2261,,0.2518,,17.61,6710.98,7.19,,19.38,114.2,0.00583642,,4.17,0.2729,0.0477,8.18,0.8313,,,0.1432,3.18,,,0.1926,0.00495358,11.07,1827.14,,0.1001,42.64,,0.19956,,227.73,,,,0.7319,18.0154,,0.05423,0.5388,
2020-07-17,298.24,0.2446,,0.2672,,18.94,7058.33,7.65,,20.58,118.47,0.00600511,,4.22,0.2911,0.0484,8.93,0.7862,,,0.1587,3.27,,,0.2162,0.00482525,12.11,2009.2,,0.09902,48.1,,0.21532,,247.45,,,,0.713,19.5557,,0.05289,0.5212,
2020-07-24,298.31,0.2164,,0.2788,,19.85,7819.67,8.58,,22.07,125.0,0.00696214,,4.41,0.31,0.0513,8.97,0.8764,,,0.1446,3.69,,,0.2494,0.00490544,13.11,2176.14,,0.10251,56.77,,0.28803,,284.1,,,,0.6859,20.9898,,0.07163,0.5189,
2020-07-31,323.9,0.233,,0.2922,,20.18,7390.36,9.59,,24.29,133.7,0.00696214,,4.56,0.3212,0.0538,9.45,0.9456,,,0.1607,3.41,,,0.2616,0.00517644,14.85,2243.76,,0.10505,56.96,,0.2879,,299.94,,,,0.7619,22.422,,0.09382,0.5413,
2020-08-07,346.95,0.2715,,0.339,,22.98,7837.53,8.85,,24.78,139.16,0.00731938,,4.9,0.3289,0.0637,10.19,1.03,,,0.1589,3.83,,,0.2665,0.00541068,14.66,2290.13,,0.11517,63.87,,0.30455,,308.23,,,,0.8875,23.529,,0.1361,0.5429,
2020-08-14,380.57,0.3104,,0.3812,,23.97,8446.0,9.96,,25.84,148.82,0.00735119,,5.31,0.3544,0.0649,10.97,1.1,,,0.1869,4.27,,,0.2825,0.00508514,16.31,2216.48,,0.10293,60.55,,0.2848,,284.67,,,,0.8801,21.8555,,0.11671,0.6243,
2020-08-21,379.01,0.3251,,0.3758,,23.94,8476.85,9.88,,26.82,151.92,0.00741568,,5.48,0.372,0.0669,12.95,0.9626,,,0.2047,4.8,,,0.312,0.00537199,16.68,2225.82,,0.09821,62.89,,0.28302,,279.39,,,,0.8831,23.6208,,0.12439,0.5974,
2020-08-28,423.46,0.3187,,0.4038,,26.06,8705.85,10.12,,28.35,156.34,0.00738669,,6.04,0.3805,0.0726,12.66,1.02,,,0.2086,4.74,,,0.3176,0.00546781,17.54,2242.78,,0.07742,47.92,,0.23986,,227.67,,,,0.6307,23.142,,0.08408,0.5917,
2020-09-04,444.56,0.3712,,0.4324,,28.76,9086.72,11.02,,30.56,160.71,0.00871087,,6.86,0.4082,0.0701,13.87,1.04,,,0.208,4.63,,,0.318,0.00557935,19.88,2355.57,,0.08001,48.15,,0.24218,,222.1,,,,0.7336,31.1656,,0.07655,0.5722,
2020-09-11,458.59,0.367,,0.4472,,28.57,9490.7,12.48,,32.26,174.04,0.00859465,,6.64,0.4212,0.0836,13.05,1.11,,,0.2174,5.37,,,0.3349,0.00618215,22.5,2475.0,,0.07693,47.09,,0.24652,,226.24,,,,0.7309,26.316,,0.06626,0.5972,
2020-09-18,481.08,0.3772,,0.4735,,30.14,10067.53,11.88,,32.75,161.08,0.00841145,,7.25,0.4668,0.0774,14.22,1.1,,,0.2319,5.53,,,0.3223,0.00648923,25.02,2578.55,,0.07335,46.05,,0.24334,,229.33,,,,0.6681,26.251,,0.05924,0.5578,
2020-09-25,523.37,0.3987,,0.494,,34.5,10159.94,12.28,,35.13,156.56,0.00927661,,7.7,0.4424,0.0847,13.71,1.19,,,0.2664,5.64,,,0.3197,0.00606113,28.54,2657.38,,0.0729,46.69,,0.24794,,220.89,,,,0.5879,28.9668,,0.05235,0.5275,
2020-10-02,476.25,0.4256,,0.5511,,33.59,10569.9,12.71,,33.81,178.99,0.0098624,,8.02,0.4672,0.0841,13.64,1.35,,,0.2546,6.02,,,0.3298,0.00575556,28.48,2736.86,,0.07713,50.48,,0.25544,,238.97,,,,0.5878,28.5271,,0.05378,0.519,
2020-10-09,492.14,0.4755,,0.4751,,36.05,10995.43,13.14,,33.35,191.39,0.0108,,9.32,0.4879,0.0868,15.06,1.38,,,0.2546,7.06,,,0.3544,0.00558491,30.43,2318.37,,0.07942,47.54,,0.24221,,249.32,,,,0.5597,30.6593,,0.04868,0.5294,
2020-10-16,550.9,0.5148,,0.5272,,35.76,12015.43,12.56,,33.72,217.72,0.00944707,,8.82,0.5291,0.0927,14.2,1.49,,,0.2697,6.8,,,0.4229,0.00558841,30.21,2386.94,0.9033,0.08304,58.84,,0.25313,,271.11,,,,0.5335,30.128,,0.0511,0.496,
2020-10-23,596.35,0.5346,,0.5607,,34.44,13100.03,12.98,,33.76,193.57,0.00973117,,10.25,0.5088,0.099,13.89,1.45,,,0.277,8.24,,,0.4369,0.00570906,30.67,2496.88,0.751,0.07861,55.6,,0.23999,,268.03,,,,0.4475,28.5318,,0.04523,0.5065,
2020-10-30,588.01,0.5872,,0.5611,,39.36,13357.87,14.25,,35.5,196.89,0.00997906,,9.35,0.5718,0.0937,14.82,1.52,,,0.2883,9.79,,,0.4515,0.00640203,32.35,2628.27,0.835,0.0815,61.02,,0.25374,,270.8,,,,0.4762,28.4101,,0.04196,0.454,
2020-11-06,646.96,0.6162,,0.5777,,38.95,13339.52,15.04,,37.92,202.46,0.0105,,9.63,0.5778,0.1017,15.7,1.69,,,0.3238,10.09,,,0.4749,0.00682619,32.0,2635.89,1.2875,0.08009,62.28,,0.26954,,240.43,,,,0.4768,27.6786,,0.04241,0.4181,
2020-11-13,709.09,0.6817,,0.5777,,41.92,13441.42,15.29,,39.8,215.5,0.0108,,10.36,0.608,0.0975,17.12,1.83,,,0.3663,11.19,,,0.5135,0.00679256,34.29,2872.58,1.3107,0.10426,82.87,,0.44611,,288.91,,,,0.5586,30.0226,,0.05424,0.42,
2020-11-20,781.16,0.7315,,0.6144,,42.09,13787.22,16.94,,41.93,230.75,0.0106,,8.65,0.6674,0.0996,17.13,1.97,,,0.3884,10.79,,,0.5044,0.00742838,35.71,2565.19,1.1341,0.19423,78.91,,0.60543,,285.04,,,,0.5685,30.1045,,0.04992,0.4601,
2020-11-27,800.56,0.7688,,0.6047,,45.97,13643.6,17.4,,38.44,243.34,0.0116,,8.43,0.7136,0.0959,18.41,2.06,,,0.4004,11.51,,,0.5616,0.0058857,37.36,2785.46,1.5902,0.17593,83.55,,0.62107,,286.24,,,,0.5482,29.5026,,0.05201,0.4636,
2020-12-04,851.29,0.7984,,0.6061,,43.42,12949.66,20.68,,42.24,251.36,0.012,,8.96,0.7521,0.0923,20.89,2.12,,,0.4645,12.87,,,0.5413,0.00560564,42.34,2895.58,2.2697,0.1761,82.28,,0.51365,,276.02,,,,0.516,29.1571,,0.05199,0.4482,
2020-12-11,906.13,0.7884,,0.6567,,46.08,13320.51,19.35,,44.77,262.74,0.012,,9.09,0.8226,0.0992,22.74,2.27,,,0.5063,14.21,,,0.5769,0.0061783,48.71,2759.94,2.9954,0.17666,114.58,,0.55586,,349.21,,,,0.5699,34.3148,,0.05643,0.4417,
2020-12-18,959.45,0.828,,0.6328,,48.58,13742.53,19.98,,45.57,258.55,0.0132,,8.23,0.7648,0.1041,24.28,2.34,,,0.5431,15.56,,,0.6535,0.00639261,49.58,2672.31,4.8049,0.14527,127.88,,0.28407,,338.1,,,,0.47,33.674,,0.05313,0.4552,
2020-12-25,1062.16,0.8782,,0.5851,,55.34,14700.79,20.01,,46.23,267.07,0.0136,,9.45,0.7914,0.1125,27.08,2.24,,,0.588,17.41,,,0.6977,0.00699809,53.75,2892.86,4.4294,0.13653,161.24,,0.2254,,423.61,,,,0.4822,41.2575,,0.05671,0.4319,
2021-01-01,1254.01,1.16,,0.7664,1.5,69.61,18154.98,27.42,8.0,57.03,340.13,0.0177,,13.55,1.03,0.1323,37.23,2.71,,1.5,0.8289,24.19,,,0.9546,0.00717106,65.11,3580.48,4.4075,0.2845,170.07,,0.31491,,599.98,,,,0.6182,42.4031,,0.0699,0.5023,
2021-01-08,1667.17,1.53,,1.06,1.11,82.93,23786.54,38.24,9.83,73.03,457.24,0.0238,,17.5,1.3,0.1771,51.05,3.69,,1.95,1.21,30.62,,,1.26,0.00859887,86.0,4399.29,6.1786,0.3038,142.8,,0.27746,,479.37,,,,0.6561,45.8675,,0.09487,0.5024,
2021-01-15,1689.22,1.5,,1.11,1.37,75.31,23148.24,41.57,15.44,75.53,423.44,0.0231,,18.09,1.24,0.1438,51.03,3.84,,1.89,1.27,33.07,,,1.28,0.0081147,85.98,4373.53,8.792,0.27138,141.01,,0.27339,,439.52,,,,0.598,41.8263,,0.08779,0.503,
2021-01-22,1832.56,1.73,,1.12,1.25,71.47,23528.85,40.23,17.09,82.54,413.71,0.0241,,18.33,1.26,0.1395,55.35,3.79,,1.63,1.23,35.54,,,1.48,0.00817524,82.98,4769.45,9.5066,0.30704,129.36,,0.49507,,399.3,,,,0.5717,44.3292,,0.09803,0.501,
2021-01-29,1906.33,1.9,,1.19,1.33,69.24,24820.46,42.92,19.82,88.86,429.34,0.0266,,18.49,1.24,0.1509,59.05,4.22,,1.7,1.39,41.16,,,1.56,0.00798992,78.46,4752.83,11.4951,0.3854,150.76,,0.41849,,444.8,,,,0.6493,68.3542,,0.18214,0.5863,
